inner_id,id,dialogue,original movie dialogue,movie name,agreement,annotator_1,manipulative_1,technique_1,victim_1,vulnerability_1,marks_1,confidence_1,annotator_2,manipulative_2,technique_2,victim_2,vulnerability_2,marks_2,confidence_2,annotator_3,manipulative_3,technique_3,victim_3,vulnerability_3,marks_3,confidence_3
1696,85515107,"Person1: He wants us to follow.  The little boy...
Person2: Little boy?!  That's him!
Person1: He brought you to me, didn't he?  If you want Julia to live, trust me.  Trust him.","CATHERINE(f):He wants us to follow.  The little boy... 
NOVAK(m):Little boy?!  That's him! 
CATHERINE(f):He brought you to me, didn't he?  If you want Julia to live, trust me.  Trust him.",the cell,100.0,AN1,1,"Rationalization,Intimidation",1,Dependency,"He brought you to me, didn't he? If you want Julia to live, trust me. Trust him.",5,AN12,1,Intimidation,0,,"If you want Julia to live, trust me. Trust him.",4,AN11,1,Intimidation,0,,"If you want Julia to live, trust me. Trust him.",4
1697,85516219,"Person1: Say it. Scream it. All the way out the front door and into your van. And if you stop screaming, I swear to God I'll blow your head off.
Person2: Got it.","MICKEY(m):Say it. Scream it. All the way out the front door and into your van. And if you stop screaming, I swear to God I'll blow your head off. 
WAYNE(m):Got it.",natural born killers,33.33333333333333,AN1,1,Intimidation,1,Dependency,"Say it. Scream it. All the way out the front door and into your van. And if you stop screaming, I swear to God I'll blow your head off.",3,AN2,0,,0,,,5,AN5,1,"Shaming or Belittlement,Intimidation,Brandishing Anger",1,"Naivete,Low self-esteem",,5
1698,85514734,"Person1: A million things could have caused those problems.  Poor diet, bad genes, irresponsible lifestyle.  Our offer is final and more than fair.
Person2: Wait a minute -- I thought we were negotiating here.
Person1: 250,000 is all I'm authorized to offer.","BAUM(?):A million things could have caused those problems.  Poor diet, bad genes, irresponsible lifestyle.  Our offer is final and more than fair. 
ED(m):Wait a minute -- I thought we were negotiating here. 
BAUM(?):250,000 is all I'm authorized to offer.",erin brockovich,100.0,AN17,0,,0,,,4,AN1,0,,0,,,4,AN7,0,,0,,,4
1699,85515651,"Person1: I mean she's only sober about two hours a day. It's usually from eleven in the morning until one in the afternoon. And if I gave her her money and her jewels now, you know what she's gonna do? She's gonna piss it all away in about a year, and then where will she be?  Where would you be then? Comin' right back to me, right back to me.  Or finding some other excuse to come and I - I -
Person2: We had a deal. Remember that?  He said if it didn't work out between us, that I could get my things and I could leave.
Person1: Look in my eyes. Look in my eyes.","ACE(m):I mean she's only sober about two hours a day. It's usually from eleven in the morning until one in the afternoon. And if I gave her her money and her jewels now, you know what she's gonna do? She's gonna piss it all away in about a year, and then where will she be?  Where would you be then? Comin' right back to me, right back to me.  Or finding some other excuse to come and I - I - 
GINGER(f):We had a deal. Remember that?  He said if it didn't work out between us, that I could get my things and I could leave. 
ACE(m):Look in my eyes. Look in my eyes.",casino,33.33333333333333,AN1,0,,0,,,4,AN10,1,"Rationalization,Intimidation",1,Dependency,"I mean she's only sober about two hours a day. It's usually from eleven in the morning until one in the afternoon. And if I gave her her money and her jewels now, you know what she's gonna do? She's gonna piss it all away in about a year, and then where will she be? Where would you be then? Comin' right back to me, right back to me. Or finding some other excuse to come and I - I - <break> He said if it didn't work out between us, that I could get my things and I could leave",2,AN12,1,Evasion,0,,,1
1700,85515008,"Person1: You gave $383 to the goddamn housekeeper! What the heck is your problem?
Person2: She needed it.
Person1: A $500 tip! For the housekeeper!
Person2: Her name's Inez. Stop calling her the housekeeper.
Person1: That's what she is!
Person2: I know that. But --
Person1: You're in love with the housekeeper!
Person2: Shut up!
Person1: What are you going to do, get married? Have a bunch of little idiot janitor brats! And go around scrubbing the --","DIGNAN(m):You gave $383 to the goddamn housekeeper! What the fuck is your problem? 
ANTHONY(m):She needed it. 
DIGNAN(m):A $500 tip! For the housekeeper! 
ANTHONY(m):Her name's Inez. Stop calling her the housekeeper. 
DIGNAN(m):That's what she is! 
ANTHONY(m):I know that. But -- 
DIGNAN(m):You're in love with the fucking housekeeper! 
ANTHONY(m):Shut up! 
DIGNAN(m):What are you going to do, get married? Have a bunch of little idiot janitor brats! And go around scrubbing the --",bottle rocket,100.0,AN1,1,"Shaming or Belittlement,Brandishing Anger,Accusation",1,Low self-esteem,"You gave $383 to the goddamn housekeeper! What the heck is your problem? <break> You're in love with the housekeeper! <break> What are you going to do, get married?",5,AN6,1,"Shaming or Belittlement,Brandishing Anger",0,,"What are you going to do, get married? Have a bunch of little idiot janitor brats! And go around scrubbing the <break> You gave $383 to the goddamn housekeeper! What the heck is your problem?",5,AN11,1,Shaming or Belittlement,1,cannot decide,"You gave $383 to the goddamn housekeeper! What the heck is your problem? <break> What are you going to do, get married? Have a bunch of little idiot janitor brats! And go around scrubbing the --",4
1701,85518552,"Person1: That isn't true.  It was about your father.  Where is he?
Person2: He's all right.  Isn't that enough?
Person1: No.
Person2: You just want money -- and you haven't any right to any more.  He made a big settlement on you.
Person1: That's gone long ago.  I've got to see him.  Where is he?
Person2: I won't have you hounding him any more for money.","MIMI(f):That isn't true.  It was about your father.  Where is he? 
DOROTHY(f):He's all right.  Isn't that enough? 
MIMI(f):No. 
DOROTHY(f):You just want money -- and you haven't any right to any more.  He made a big settlement on you. 
MIMI(f):That's gone long ago.  I've got to see him.  Where is he? 
DOROTHY(f):I won't have you hounding him any more for money.",the thin man,100.0,AN1,1,Shaming or Belittlement,1,Over-responsibility,I won't have you hounding him any more for money. <break> You just want money -- and you haven't any right to any more. He made a big settlement on you.,4,AN11,1,"Shaming or Belittlement,Intimidation,Brandishing Anger",0,,I won't have you hounding him any more for money.,3,AN7,1,"Intimidation,Accusation",0,,I won't have you hounding him any more for money <break> You just want money -- and you haven't any right to any more. He made a big settlement on you.,4
1702,85516160,"Person1: I overheard you laughing with others about that mistake I made during the presentation.
Person2: It was just a light-hearted moment, Jade. We all make mistakes.
Person1: I confided in you about how embarrassed I felt, and then you go and mock me?
Person2: I didn't intend for it to come across that way.
Person1: I really thought you were different. It hurts to be proven wrong.",,,33.33333333333333,AN5,1,"Denial,Evasion,Feigning Innocence",1,Low self-esteem,I didn't intend for it to come across that way. <break> ust a light-hearted moment,5,AN2,0,,0,,,5,AN15,1,"Denial,Playing Victim Role",1,Low self-esteem,,4
1703,85515835,"Person1: If you ask me, she's pretty aggressive. You understand what I'm saying?
Person2: No Damone. I don't understand.
Person1: She wasn't really your girlfriend anyway.
Person2: Hey that's not okay, Damone. There's a lot of girls out there and you mess around with Stacy. What have you got to prove?
Person1: Jesus. I'm sorry.
Person2: I always stick up for you. Whenever people say 'Aw, that Damone is a loudmouth' -- and they say that a lot -- I say 'You just don't know Damone.' When someone says you're an idiot, I tell them 'Damone's not an idiot. You just don't know him.' Well, you know, Damone, maybe they do know you pretty good. And I'm just finding out.
Person1: Fine. Get lost.","DAMONE(m):If you ask me, she's pretty aggressive. You understand what I'm saying? 
THE RAT(?):No Damone. I don't understand. 
DAMONE(m):She wasn't really your girlfriend anyway. 
THE RAT(?):Hey fuck you Damone. There's a lot of girls out there and you mess around with Stacy. What have you got to prove? 
DAMONE(m):Jesus. I'm sorry. 
THE RAT(?):I always stick up for you. Whenever people say 'Aw, that Damone is a loudmouth' -- and they say that a lot -- I say 'You just don't know Damone.' When someone says you're an idiot, I tell them 'Damone's not an idiot. You just don't know him.' Well, you know, Damone, maybe they do know you pretty good. And I'm just finding out. 
DAMONE(m):Fine. Get lost.",fast times at ridgemont high,33.33333333333333,AN7,1,Persuasion or Seduction,1,Over-intellectualization,,4,AN1,1,"Playing Victim Role,Accusation",1,"Over-responsibility,Over-intellectualization","I always stick up for you. Whenever people say 'Aw, that Damone is a loudmouth' -- and they say that a lot -- I say 'You just don't know Damone.' When someone says you're an idiot, I tell them 'Damone's not an idiot. You just don't know him.' Well, you know, Damone, maybe they do know you pretty good. And I'm just finding out.",5,AN12,0,,0,,,2
1704,85514952,"Person1: Someone is after us, Pearl.
Person2: I want to go upstairs. It's cold and spidery down here. I'm hungry.
Person1: Now listen to me, Pearl. You and me is runnin' off tonight.
Person2: Why?
Person1: If we stay here somethin' awful will happen to us.
Person2: Won't Daddy Powell take care of us?
Person1: No, that's just it. No.","JOHN HARPER(m):Someone is after us, Pearl. 
PEARL HARPER(f):I want to go upstairs. It's cold and spidery down here. I'm hungry. 
JOHN HARPER(m):Now listen to me, Pearl. You and me is runnin' off tonight. 
PEARL HARPER(f):Why? 
JOHN HARPER(m):If we stay here somethin' awful will happen to us. 
PEARL HARPER(f):Won't Daddy Powell take care of us? 
JOHN HARPER(m):No, that's just it. No.",the night of the hunter,100.0,AN11,1,Intimidation,0,,If we stay here somethin' awful will happen to us.,3,AN6,1,"Rationalization,Playing Victim Role",0,,,5,AN1,1,"Intimidation,Persuasion or Seduction",1,Naivete,"Now listen to me, Pearl. You and me is runnin' off tonight. <break> If we stay here somethin' awful will happen to us.",5
1705,85515244,"Person1: Look, it was a screw-up, alright? They weren't supposed to find anything.  We thought that camp was empty.
Person2: This mission was a scam from the word go?
Person1: Word came down... they wanted an answer.  And they knew the answer they wanted","KIRKHILL(?):Look, it was a screw-up, alright? They weren't supposed to find anything.  We thought that camp was empty. 
TRAUTMAN(m):This mission was a scam from the word go? 
KIRKHILL(?):Word came down... they wanted an answer.  And they knew the answer they wanted: no POWs.  But it had to look good.  Best effort.  The whole dog-and-pony show.",rambo: first blood part ii,33.33333333333333,AN12,0,,0,,,5,AN1,1,"Feigning Innocence,Rationalization",1,Naivete,"Look, it was a screw-up, alright? They weren't supposed to find anything. We thought that camp was empty.",5,AN2,0,,0,,,5
